   0.00000,  -0.50000,  -0.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00553,  -0.50005,  -0.49540,   0.13175,  -0.00173,  -0.01089,  -0.01887,  -0.13728,  -0.14236,   0.14096,  -0.05266,   0.05126,   0.00000
   0.01899,  -0.49540,  -0.48252,  -0.01804,  -0.40804,   0.88784,  -0.54188,  -0.00095,  -0.42017,   0.62122,  -0.11227,   0.31332,   0.00000
   0.02793,  -0.49548,  -0.47432,  -0.02746,  -0.40565,   0.86955,  -0.55627,  -0.00047,  -0.66287,   0.86862,  -0.21010,   0.41585,   0.00000
   0.03670,  -0.49555,  -0.46628,  -0.03639,  -0.40358,   0.85178,  -0.57028,  -0.00031,  -0.89937,   1.11298,  -0.30445,   0.51806,   0.00000
   0.04532,  -0.49562,  -0.45837,  -0.04508,  -0.40185,   0.83450,  -0.58389,  -0.00023,  -1.13022,   1.35460,  -0.39563,   0.62001,   0.00000
   0.05379,  -0.49568,  -0.45059,  -0.05360,  -0.40046,   0.81767,  -0.59708,  -0.00018,  -1.35579,   1.59369,  -0.48383,   0.72174,   0.00000
   0.06213,  -0.49574,  -0.44293,  -0.06198,  -0.39943,   0.80126,  -0.60983,  -0.00015,  -1.57637,   1.83042,  -0.56923,   0.82327,   0.00000
   0.07034,  -0.49580,  -0.43538,  -0.07021,  -0.39875,   0.78523,  -0.62211,  -0.00013,  -1.79226,   2.06496,  -0.65196,   0.92466,   0.00000
   0.07844,  -0.49585,  -0.42794,  -0.07833,  -0.39842,   0.76952,  -0.63390,  -0.00011,  -2.00374,   2.29750,  -0.73218,   1.02593,   0.00000
   0.08643,  -0.49590,  -0.42059,  -0.08633,  -0.39844,   0.75409,  -0.64517,  -0.00010,  -2.21105,   2.52820,  -0.81000,   1.12715,   0.00000
   0.09431,  -0.49595,  -0.41333,  -0.09423,  -0.39878,   0.73887,  -0.65590,  -0.00009,  -2.41445,   2.75724,  -0.88555,   1.22835,   0.00000
   0.10211,  -0.49599,  -0.40615,  -0.10203,  -0.39945,   0.72381,  -0.66605,  -0.00008,  -2.61414,   2.98478,  -0.95895,   1.32959,   0.00000
   0.10981,  -0.49603,  -0.39905,  -0.10974,  -0.40042,   0.70883,  -0.67558,  -0.00007,  -2.81036,   3.21099,  -1.03029,   1.43091,   0.00000
   0.11743,  -0.49607,  -0.39202,  -0.11737,  -0.40167,   0.69386,  -0.68446,  -0.00007,  -3.00330,   3.43602,  -1.09966,   1.53239,   0.00000
   0.12498,  -0.49610,  -0.38504,  -0.12492,  -0.40317,   0.67881,  -0.69265,  -0.00006,  -3.19315,   3.66005,  -1.16716,   1.63406,   0.00000
   0.13246,  -0.49612,  -0.37813,  -0.13240,  -0.40491,   0.66360,  -0.70010,  -0.00006,  -3.38008,   3.88321,  -1.23286,   1.73599,   0.00000
   0.13987,  -0.49615,  -0.37127,  -0.13982,  -0.40683,   0.64813,  -0.70677,  -0.00005,  -3.56427,   4.10567,  -1.29683,   1.83823,   0.00000
   0.14723,  -0.49617,  -0.36445,  -0.14718,  -0.40890,   0.63229,  -0.71261,  -0.00005,  -3.74585,   4.32758,  -1.35913,   1.94086,   0.00000
   0.15454,  -0.49618,  -0.35767,  -0.15449,  -0.41108,   0.61596,  -0.71755,  -0.00005,  -3.92498,   4.54908,  -1.41982,   2.04392,   0.00000
   0.16180,  -0.49618,  -0.35093,  -0.16175,  -0.41330,   0.59901,  -0.72153,  -0.00004,  -4.10176,   4.77032,  -1.47894,   2.14750,   0.00000
   0.16901,  -0.49618,  -0.34422,  -0.16897,  -0.41550,   0.58129,  -0.72449,  -0.00004,  -4.27632,   4.99144,  -1.53652,   2.25164,   0.00000
   0.17619,  -0.49617,  -0.33753,  -0.17615,  -0.41760,   0.56263,  -0.72634,  -0.00004,  -4.44874,   5.21259,  -1.59259,   2.35644,   0.00000
   0.18333,  -0.49615,  -0.33087,  -0.18330,  -0.41952,   0.54285,  -0.72700,  -0.00004,  -4.61910,   5.43389,  -1.64716,   2.46196,   0.00000
   0.19045,  -0.49612,  -0.32423,  -0.19041,  -0.42115,   0.52172,  -0.72637,  -0.00003,  -4.78745,   5.65551,  -1.70023,   2.56829,   0.00000
   0.19753,  -0.49608,  -0.31760,  -0.19750,  -0.42236,   0.49900,  -0.72432,  -0.00003,  -4.95382,   5.87759,  -1.75177,   2.67553,   0.00000
   0.20459,  -0.49601,  -0.31097,  -0.20456,  -0.42300,   0.47436,  -0.72072,  -0.00003,  -5.11821,   6.10027,  -1.80172,   2.78379,   0.00000
   0.21162,  -0.49593,  -0.30436,  -0.21159,  -0.42289,   0.44745,  -0.71539,  -0.00003,  -5.28056,   6.32373,  -1.85002,   2.89319,   0.00000
   0.21864,  -0.49581,  -0.29775,  -0.21861,  -0.42177,   0.41780,  -0.70812,  -0.00003,  -5.44077,   6.54817,  -1.89652,   3.00392,   0.00000
   0.22563,  -0.49565,  -0.29113,  -0.22561,  -0.41933,   0.38481,  -0.69863,  -0.00003,  -5.59862,   6.77381,  -1.94100,   3.11619,   0.00000
   0.23260,  -0.49544,  -0.28452,  -0.23258,  -0.41515,   0.34768,  -0.68658,  -0.00002,  -5.75375,   7.00097,  -1.98312,   3.23033,   0.00000
   0.23955,  -0.49514,  -0.27789,  -0.23953,  -0.40862,   0.30533,  -0.67147,  -0.00002,  -5.90550,   7.23007,  -2.02227,   3.34685,   0.00000
   0.24646,  -0.49472,  -0.27126,  -0.24644,  -0.39885,   0.25617,  -0.65264,  -0.00002,  -6.05264,   7.46186,  -2.05739,   3.46661,   0.00000
   0.25331,  -0.49407,  -0.26460,  -0.25329,  -0.38445,   0.19792,  -0.62917,  -0.00002,  -6.19268,   7.69766,  -2.08632,   3.59131,   0.00000
   0.26006,  -0.49299,  -0.25792,  -0.26004,  -0.36333,   0.12754,  -0.60017,  -0.00002,  -6.31990,   7.94045,  -2.10416,   3.72471,   0.00000
   0.26657,  -0.49092,  -0.25118,  -0.26655,  -0.33378,   0.04529,  -0.56757,  -0.00002,  -6.41936,   8.19774,  -2.09815,   3.87653,   0.00000
   0.27259,  -0.48692,  -0.24435,  -0.27257,  -0.30965,  -0.01237,  -0.55399,  -0.00002,  -6.46482,   8.48232,  -2.04605,   4.06355,   0.00000
   0.27843,  -0.48231,  -0.23747,  -0.27842,  -0.31493,  -0.00353,  -0.57739,  -0.00002,  -6.49233,   8.77549,  -1.97875,   4.26192,   0.00000
   0.28425,  -0.47765,  -0.23057,  -0.28424,  -0.31529,  -0.00593,  -0.59433,  -0.00002,  -6.51740,   9.06949,  -1.90950,   4.46159,   0.00000
   0.29005,  -0.47299,  -0.22364,  -0.29003,  -0.31754,  -0.00520,  -0.61239,  -0.00002,  -6.54098,   9.36388,  -1.83908,   4.66198,   0.00000
   0.29583,  -0.46832,  -0.21670,  -0.29582,  -0.31980,  -0.00538,  -0.62942,  -0.00002,  -6.56309,   9.65871,  -1.76750,   4.86311,   0.00000
   0.30159,  -0.46365,  -0.20973,  -0.30158,  -0.32261,  -0.00531,  -0.64602,  -0.00002,  -6.58387,   9.95392,  -1.69486,   5.06491,   0.00000
   0.30734,  -0.45897,  -0.20273,  -0.30733,  -0.32583,  -0.00533,  -0.66202,  -0.00001,  -6.60342,  10.24951,  -1.62124,   5.26734,   0.00000
   0.31307,  -0.45430,  -0.19571,  -0.31306,  -0.32952,  -0.00534,  -0.67747,  -0.00001,  -6.62182,  10.54545,  -1.54672,   5.47035,   0.00000
   0.31879,  -0.44963,  -0.18867,  -0.31878,  -0.33365,  -0.00536,  -0.69235,  -0.00001,  -6.63915,  10.84171,  -1.47134,   5.67390,   0.00000
   0.32450,  -0.44497,  -0.18160,  -0.32449,  -0.33824,  -0.00539,  -0.70667,  -0.00001,  -6.65548,  11.13828,  -1.39517,   5.87797,   0.00000
   0.33019,  -0.44032,  -0.17450,  -0.33018,  -0.34330,  -0.00543,  -0.72043,  -0.00001,  -6.67087,  11.43514,  -1.31825,   6.08252,   0.00000
   0.33588,  -0.43568,  -0.16738,  -0.33586,  -0.34881,  -0.00547,  -0.73362,  -0.00001,  -6.68535,  11.73227,  -1.24061,   6.28753,   0.00000
   0.34155,  -0.43106,  -0.16024,  -0.34154,  -0.35478,  -0.00553,  -0.74626,  -0.00001,  -6.69896,  12.02964,  -1.16229,   6.49297,   0.00000
   0.34721,  -0.42644,  -0.15306,  -0.34720,  -0.36120,  -0.00559,  -0.75835,  -0.00001,  -6.71171,  12.32724,  -1.08329,   6.69882,   0.00000
   0.35286,  -0.42184,  -0.14587,  -0.35284,  -0.36807,  -0.00566,  -0.76991,  -0.00001,  -6.72361,  12.62504,  -1.00363,   6.90507,   0.00000
   0.35849,  -0.41725,  -0.13865,  -0.35848,  -0.37538,  -0.00573,  -0.78092,  -0.00001,  -6.73466,  12.92303,  -0.92332,   7.11169,   0.00000
   0.36411,  -0.41268,  -0.13141,  -0.36410,  -0.38312,  -0.00581,  -0.79142,  -0.00001,  -6.74484,  13.22118,  -0.84235,   7.31869,   0.00000
   0.36972,  -0.40812,  -0.12414,  -0.36971,  -0.39129,  -0.00589,  -0.80140,  -0.00001,  -6.75414,  13.51945,  -0.76073,   7.52604,   0.00000
   0.37532,  -0.40357,  -0.11686,  -0.37531,  -0.39988,  -0.00598,  -0.81087,  -0.00001,  -6.76253,  13.81784,  -0.67843,   7.73373,   0.00000
   0.38090,  -0.39903,  -0.10955,  -0.38089,  -0.40888,  -0.00608,  -0.81986,  -0.00001,  -6.76998,  14.11630,  -0.59544,   7.94176,   0.00000
   0.38646,  -0.39451,  -0.10222,  -0.38645,  -0.41826,  -0.00617,  -0.82837,  -0.00001,  -6.77646,  14.41480,  -0.51176,   8.15010,   0.00000
   0.39200,  -0.39000,  -0.09487,  -0.39199,  -0.42804,  -0.00627,  -0.83640,  -0.00001,  -6.78192,  14.71331,  -0.42736,   8.35875,   0.00000
   0.39753,  -0.38551,  -0.08751,  -0.39752,  -0.43818,  -0.00638,  -0.84399,  -0.00001,  -6.78632,  15.01178,  -0.34222,   8.56768,   0.00000
   0.40303,  -0.38102,  -0.08013,  -0.40302,  -0.44868,  -0.00648,  -0.85113,  -0.00001,  -6.78961,  15.31018,  -0.25633,   8.77689,   0.00000
   0.40851,  -0.37654,  -0.07274,  -0.40850,  -0.45952,  -0.00659,  -0.85784,  -0.00001,  -6.79177,  15.60845,  -0.16967,   8.98635,   0.00000
   0.41396,  -0.37207,  -0.06533,  -0.41395,  -0.47070,  -0.00669,  -0.86413,  -0.00001,  -6.79273,  15.90655,  -0.08222,   9.19604,   0.00000
   0.41939,  -0.36761,  -0.05791,  -0.41938,  -0.48220,  -0.00680,  -0.87002,  -0.00001,  -6.79246,  16.20441,   0.00603,   9.40592,   0.00000
   0.42479,  -0.36316,  -0.05049,  -0.42478,  -0.49400,  -0.00691,  -0.87552,  -0.00001,  -6.79091,  16.50198,   0.09509,   9.61599,   0.00000
   0.43015,  -0.35871,  -0.04305,  -0.43015,  -0.50609,  -0.00702,  -0.88063,  -0.00001,  -6.78804,  16.79921,   0.18498,   9.82619,   0.00000
   0.43549,  -0.35428,  -0.03561,  -0.43548,  -0.51846,  -0.00713,  -0.88538,  -0.00001,  -6.78383,  17.09601,   0.27569,  10.03650,   0.00000
   0.44079,  -0.34985,  -0.02816,  -0.44078,  -0.53110,  -0.00724,  -0.88978,  -0.00001,  -6.77822,  17.39233,   0.36724,  10.24687,   0.00000
   0.44606,  -0.34542,  -0.02071,  -0.44605,  -0.54398,  -0.00735,  -0.89383,  -0.00001,  -6.77119,  17.68809,   0.45963,  10.45728,   0.00000
   0.45128,  -0.34101,  -0.01327,  -0.45128,  -0.55711,  -0.00746,  -0.89755,  -0.00001,  -6.76271,  17.98322,   0.55285,  10.66766,   0.00000
   0.45647,  -0.33660,  -0.00582,  -0.45646,  -0.57046,  -0.00757,  -0.90095,  -0.00001,  -6.75275,  18.27762,   0.64690,  10.87798,   0.00000
   0.46162,  -0.33219,   0.00162,  -0.46161,  -0.58402,  -0.00768,  -0.90403,  -0.00001,  -6.74129,  18.57124,   0.74177,  11.08818,   0.00000
   0.46672,  -0.32780,   0.00906,  -0.46671,  -0.59779,  -0.00778,  -0.90682,  -0.00000,  -6.72831,  18.86397,   0.83745,  11.29821,   0.00000
   0.47178,  -0.32340,   0.01648,  -0.47177,  -0.61174,  -0.00789,  -0.90932,  -0.00000,  -6.71380,  19.15574,   0.93392,  11.50802,   0.00000
   0.47678,  -0.31902,   0.02390,  -0.47678,  -0.62586,  -0.00799,  -0.91154,  -0.00000,  -6.69774,  19.44645,   1.03118,  11.71753,   0.00000
   0.48174,  -0.31465,   0.03130,  -0.48174,  -0.64014,  -0.00809,  -0.91350,  -0.00000,  -6.68013,  19.73602,   1.12918,  11.92670,   0.00000
   0.48665,  -0.31028,   0.03868,  -0.48665,  -0.65457,  -0.00819,  -0.91519,  -0.00000,  -6.66097,  20.02435,   1.22792,  12.13546,   0.00000
   0.49151,  -0.30592,   0.04605,  -0.49150,  -0.66914,  -0.00828,  -0.91664,  -0.00000,  -6.64024,  20.31134,   1.32736,  12.34374,   0.00000
   0.49631,  -0.30157,   0.05339,  -0.49630,  -0.68384,  -0.00838,  -0.91784,  -0.00000,  -6.61796,  20.59691,   1.42748,  12.55147,   0.00000
   0.50106,  -0.29723,   0.06071,  -0.50105,  -0.69864,  -0.00847,  -0.91882,  -0.00000,  -6.59414,  20.88095,   1.52823,  12.75858,   0.00000
   0.50574,  -0.29290,   0.06801,  -0.50574,  -0.71355,  -0.00856,  -0.91957,  -0.00000,  -6.56878,  21.16337,   1.62958,  12.96501,   0.00000
   0.51037,  -0.28859,   0.07527,  -0.51037,  -0.72854,  -0.00865,  -0.92011,  -0.00000,  -6.54190,  21.44407,   1.73150,  13.17067,   0.00000
   0.51494,  -0.28428,   0.08250,  -0.51493,  -0.74361,  -0.00873,  -0.92044,  -0.00000,  -6.51352,  21.72296,   1.83393,  13.37550,   0.00000
   0.51945,  -0.27999,   0.08970,  -0.51944,  -0.75875,  -0.00881,  -0.92058,  -0.00000,  -6.48366,  21.99992,   1.93684,  13.57941,   0.00000
   0.52389,  -0.27572,   0.09686,  -0.52388,  -0.77394,  -0.00889,  -0.92054,  -0.00000,  -6.45235,  22.27486,   2.04018,  13.78233,   0.00000
   0.52827,  -0.27146,   0.10397,  -0.52826,  -0.78917,  -0.00897,  -0.92031,  -0.00000,  -6.41962,  22.54769,   2.14389,  13.98418,   0.00000
   0.53258,  -0.26722,   0.11105,  -0.53258,  -0.80443,  -0.00904,  -0.91991,  -0.00000,  -6.38549,  22.81830,   2.24793,  14.18488,   0.00000
   0.53683,  -0.26299,   0.11808,  -0.53682,  -0.81971,  -0.00911,  -0.91934,  -0.00000,  -6.35001,  23.08660,   2.35224,  14.38435,   0.00000
   0.54100,  -0.25879,   0.12505,  -0.54100,  -0.83500,  -0.00918,  -0.91862,  -0.00000,  -6.31321,  23.35248,   2.45676,  14.58251,   0.00000
   0.54511,  -0.25461,   0.13198,  -0.54511,  -0.85029,  -0.00924,  -0.91776,  -0.00000,  -6.27513,  23.61585,   2.56144,  14.77928,   0.00000
   0.54915,  -0.25045,   0.13885,  -0.54915,  -0.86556,  -0.00931,  -0.91675,  -0.00000,  -6.23583,  23.87661,   2.66621,  14.97457,   0.00000
   0.55312,  -0.24632,   0.14567,  -0.55312,  -0.88081,  -0.00936,  -0.91560,  -0.00000,  -6.19535,  24.13467,   2.77101,  15.16831,   0.00000
   0.55702,  -0.24221,   0.15242,  -0.55701,  -0.89602,  -0.00942,  -0.91434,  -0.00000,  -6.15373,  24.38992,   2.87579,  15.36041,   0.00000
   0.56084,  -0.23813,   0.15911,  -0.56084,  -0.91119,  -0.00947,  -0.91295,  -0.00000,  -6.11104,  24.64229,   2.98046,  15.55078,   0.00000
   0.56459,  -0.23407,   0.16573,  -0.56459,  -0.92630,  -0.00952,  -0.91145,  -0.00000,  -6.06733,  24.89166,   3.08497,  15.73936,   0.00000
   0.56827,  -0.23005,   0.17229,  -0.56826,  -0.94134,  -0.00957,  -0.90985,  -0.00000,  -6.02266,  25.13796,   3.18925,  15.92605,   0.00000
   0.57187,  -0.22606,   0.17877,  -0.57187,  -0.95630,  -0.00962,  -0.90815,  -0.00000,  -5.97709,  25.38110,   3.29322,  16.11078,   0.00000
